Country,series,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
Europe & Central Asia,secondary_female,94.383918762207,95.9396591186523,96.8896865844727,97.4431228637695,95.3501205444336,95.1080474853516,95.684700012207,96.1526184082031,96.8290634155273,96.6895370483398,98.2913665771484,98.4919281005859,98.2450714111328,104.177047729492,104.560272216797,104.293327331543,104.06916809082,104.589317321777,104.573738098145,104.25904083252,102.877738952637
Europe & Central Asia,tertiary_female,48.9057807922363,51.7429389953613,55.0972709655762,57.754581451416,59.5210418701172,61.4848594665527,63.2125396728516,64.4557113647461,65.518180847168,66.7697601318359,68.2985610961914,69.1707077026367,69.2602005004883,70.0210723876953,71.1748733520508,72.1490936279297,73.5627975463867,75.3218307495117,77.1048889160156,79.2811431884766,81.7511596679688
Europe & Central Asia,secondary,95.2436599731445,96.9802398681641,98.0451431274414,98.739990234375,96.467643737793,96.1891174316406,96.7032089233398,97.109733581543,97.6943511962891,97.5254592895508,99.2390975952148,99.5089569091797,99.0625915527344,104.560623168945,104.894180297852,104.618797302246,104.274139404297,105.108917236328,104.914413452148,104.735778808594,103.197662353516
Europe & Central Asia,primary,104.001197814941,104.970207214355,105.540267944336,104.293769836426,103.689987182617,102.640342712402,102.209281921387,101.992767333984,101.62899017334,101.233612060547,101.274749755859,101.192428588867,101.023292541504,102.128631591797,101.195068359375,100.50414276123,100.152008056641,99.9920501708984,100.49089050293,100.92504119873,100.668319702148
Europe & Central Asia,primary_male,105.046333312988,105.890327453613,106.507461547852,105.155151367188,104.507049560547,103.439407348633,102.878021240234,102.581497192383,102.108627319336,101.560279846191,101.524429321289,101.34211730957,101.132850646973,102.150421142578,101.178649902344,100.504013061523,100.144912719727,100.140731811523,100.713623046875,101.069778442383,100.82633972168
Europe & Central Asia,secondary_male,96.0724334716797,97.9816818237305,99.1559677124023,99.9857025146484,97.5405731201172,97.2262268066406,97.6794662475586,98.0261001586914,98.5223388671875,98.324951171875,100.144027709961,100.478637695312,99.8409881591797,104.925437927246,105.211372375488,104.927612304688,104.468139648438,105.600120544434,105.236450195312,105.186851501465,103.500381469727
Europe & Central Asia,tertiary_male,42.8368492126465,44.6310615539551,46.4190711975098,48.802619934082,49.4746017456055,50.8210601806641,52.1235885620117,53.0815811157227,53.6382293701172,54.6947784423828,56.2924613952637,57.3385200500488,58.6180191040039,59.972541809082,61.8442192077637,62.8509292602539,64.4709091186523,65.9713516235352,67.2286834716797,68.3586196899414,69.8929290771484
Europe & Central Asia,primary_female,102.909729003906,104.007148742676,104.528419494629,103.392578125,102.834770202637,101.803573608398,101.508598327637,101.375122070312,101.124740600586,100.88973236084,101.011749267578,101.034629821777,100.907760620117,102.105651855469,101.212387084961,100.504280090332,100.15950012207,99.8351898193359,100.255867004395,100.772216796875,100.501480102539
Europe & Central Asia,tertiary,45.8308486938477,48.1379318237305,50.6971092224121,53.2160682678223,54.428840637207,56.0824089050293,57.5957984924316,58.696159362793,59.4951515197754,60.6389389038086,62.1960716247559,63.1500511169434,63.842960357666,64.9021987915039,66.4192199707031,67.4049606323242,68.9127578735352,70.533203125,72.0409393310547,73.6700897216797,75.6536102294922
Europe & Central Asia (IDA & IBRD countries),secondary_male,91.0971221923828,93.7890472412109,95.3600082397461,96.769660949707,93.1642532348633,91.3774032592773,92.4841232299805,93.0355606079102,93.2036590576172,92.1750793457031,93.8264770507812,94.9314193725586,94.4524993896484,99.1077575683594,99.6845932006836,99.4214401245117,99.2194519042969,101.003150939941,100.924797058105,101.286712646484,98.3241806030273
Europe & Central Asia (IDA & IBRD countries),secondary,89.4128036499023,91.6380462646484,93.05322265625,94.1367568969727,90.9970397949219,89.3182983398438,90.5597763061523,91.1792297363281,91.51220703125,90.8170013427734,92.3682632446289,93.4119720458984,93.3589782714844,98.1530380249023,98.8591079711914,98.7176971435547,98.6390914916992,99.9956512451172,100.211502075195,100.414009094238,97.6678695678711
Europe & Central Asia (IDA & IBRD countries),tertiary_male,36.795970916748,39.2005615234375,41.3800201416016,44.4336891174316,44.9571113586426,46.7892913818359,48.8346710205078,50.5496788024902,51.7162704467773,53.0659217834473,54.8209114074707,55.9568405151367,57.8223304748535,60.0912017822266,62.3884010314941,63.4802703857422,65.9873733520508,67.9082183837891,69.4994888305664,70.3416137695312,72.510139465332
Europe & Central Asia (IDA & IBRD countries),primary_male,106.505989074707,108.172401428223,109.681686401367,107.03182220459,104.925849914551,102.223358154297,101.48755645752,101.202293395996,99.8929595947266,99.3629531860352,99.6071166992188,99.6799011230469,99.3773498535156,100.798240661621,100.347869873047,98.9296188354492,98.464973449707,97.7616500854492,98.7283325195312,99.5115203857422,99.05029296875
Europe & Central Asia (IDA & IBRD countries),secondary_female,87.6772766113281,89.4204711914062,90.6718521118164,91.4140014648438,88.7538833618164,87.1847305297852,88.5636291503906,89.2510299682617,89.7542266845703,89.4047393798828,90.8484420776367,91.8245391845703,92.2141799926758,97.1514587402344,97.9911727905273,97.9764862060547,98.0270080566406,98.9324569702148,99.4584503173828,99.4928283691406,96.9749603271484
